brightness,frp,tmax,prcp,wspd,tavg
1,0.3443178541503008,0.17939059453927444,-0.056613964553425655,0.13842149135250997,0.16263397891693127
0.3443178541503008,1,0.2391660294738626,-0.019972483119895915,0.20808197477265267,0.24705465966614296
0.17939059453927444,0.2391660294738626,1,-0.04604282860306195,0.31841053370303807,0.9700129834799924
-0.056613964553425655,-0.019972483119895915,-0.04604282860306195,1,-0.009545970363033755,-0.031176726732793647
0.13842149135250997,0.20808197477265267,0.31841053370303807,-0.009545970363033755,1,0.42969810960247173
0.16263397891693127,0.24705465966614296,0.9700129834799924,-0.031176726732793647,0.42969810960247173,1
