brightness_mean,brightness_sd,brightness_median,brightness_n_missing,frp_mean,frp_sd,frp_median,frp_n_missing,tavg_mean,tavg_sd,tavg_median,tavg_n_missing,tmin_mean,tmin_sd,tmin_median,tmin_n_missing,tmax_mean,tmax_sd,tmax_median,tmax_n_missing,prcp_mean,prcp_sd,prcp_median,prcp_n_missing,wspd_mean,wspd_sd,wspd_median,wspd_n_missing
330.3748155760471,19.93022644983159,332.32,0,12.901565659371181,32.34243867653061,3.74,0,22.207763026330408,8.25999626314709,25,0,16.14821408732363,8.539557207903265,18.4,0,28.233029663370736,8.044847009169764,30.6,0,0.09928896789245639,1.0317696253403492,0,0,11.317034218420176,6.560375174202574,9.9,0
